     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.625;           0.002;           0.000;        104;        112;       21706.609;          64.571;          65.054;          64.709;           0.106 ( 0.163 %);  12261.951
  UNROLLx8;           1.625;           0.002;           0.000;        104;        112;        2824.817;          58.580;          58.884;          58.751;           0.084 ( 0.142 %);  13505.341
