     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           1.625;           0.002;           0.000;        104;        112;         504.448;          54.625;          55.411;          54.782;           0.137 ( 0.250 %);  14483.848
  UNROLLx8;           1.625;           0.002;           0.000;        104;        112;         580.681;          54.018;          54.304;          54.145;           0.075 ( 0.139 %);  14654.367
